"folioEntrada","cliente","vendedor","fecha","moneda","cantidadTotal","promedioDescuento","totalImporte","totalDescuento","totalImpuesto","total","pctDescuentoGlobal","numArticulos","numPartidas"
"A007681","0011","3","20160726","P",1,0,1000,450,82.5,632.5,45,1,1
"A007682","5130","1","20211211","P",13,0,9660,5313,652.06,4999.06,55,11,11
"A007683","5223","1","20200214","P",4,0,5600,3248,352.8,2704.8,58,3,3
"A007684","5223","1","20150512","P",2,0,1800,1044,113.4,869.4,58,2,2
"A007685","5509","1","20220317","P",1,0,200,116,12.6,96.6,58,1,1
"A007686","5509","1","20180527","P",1,0,250,145,15.75,120.75,58,1,1
"A007687","5509","1","20220712","P",2,0,1800,1044,113.4,869.4,58,2,2
"A007688","5509","1","20200512","P",2,0,3600,2088,226.8,1738.8,58,2,2
"A007689","5509","1","20210211","P",1,0,1200,696,75.6,579.6,58,1,1
"A007690","5509","1","20180914","P",1,0,1200,696,75.6,579.6,58,1,1
"A007691","5483","4","20220928","P",2,0,360,180,27,207,50,1,1
"A007692","5054","2","20210212","P",2,0,4600,2668,289.8,2221.8,58,2,2
"A007693","5031","8","20210808","P",1,0,5000,2900,315,2415,58,1,1
"A007694","5992","5","20160916","P",3,0,1800,990,121.5,931.5,55,2,2
"A007695","5096","7","20180724","P",1,0,850,467.5,57.38,439.88,55,1,1
"A007696","5056","8","20140413","P",5,0,4800,2784,302.4,2318.4,58,3,3
"A007697","5305","4","20170410","P",5,0,1200,660,81,621,55,1,1
"A007699","0089","3","20141229","P",2,0,1260,567,103.95,796.95,45,2,2
"A007700","0024","3","20150912","P",1,0,350,185.5,24.68,189.18,53,1,1
"A007701","0024","3","20151121","P",1,0,700,371,49.35,378.35,53,1,1
"A007702","5995","9","20171208","P",2,0,1150,632.5,77.63,595.13,55,2,2
"A007704","5851","5","20160805","P",4,0,920,460,69,529,50,2,2
"A007705","5001","7","20170228","P",5,0,8400,4368,0,4032,52,5,5
"A007706","5187","7","20190604","P",1,0,2500,1225,0,1275,49,1,1
"A007707","0098","3","20141011","P",2,0,1320,594,108.9,834.9,45,2,2
"A007708","0024","3","20180626","P",1,0,200,106,14.1,108.1,53,1,1
"A007709","0024","3","20210411","P",1,0,260,137.8,18.33,140.53,53,1,1
"A007710","0024","3","20150612","P",1,0,1000,530,70.5,540.5,53,1,1
"A007711","0024","3","20140806","P",1,0,320,169.6,22.56,172.96,53,1,1
"A007712","0024","3","20180707","P",1,0,2600,1378,183.3,1405.3,53,1,1
"A007713","0024","3","20150928","P",5,0,5680,3010.4,400.44,3070.04,53,5,5
"A007714","0105","3","20140902","P",2,0,580,261,47.85,366.85,45,2,2
"A007715","5780","1","20180710","P",1,0,250,137.5,16.88,129.38,55,1,1
"A007716","5490","4","20210716","P",1,0,450,247.5,30.38,232.88,55,1,1
"A007717","5075","8","20210708","P",3,0,2600,1430,175.5,1345.5,55,2,2
"A007718","5333","4","20200702","P",3,0,2850,1567.5,192.38,1474.88,55,3,3
"A007719","5975","4","20171205","P",1,0,1400,728,100.8,772.8,52,1,1
"A007720","0024","3","20180308","P",1,0,900,477,63.45,486.45,53,1,1
"A007721","5112","1","20200429","P",1,0,1000,570,64.5,494.5,57,1,1
"A007722","5392","2","20211016","P",8,0,960,556.8,60.48,463.68,58,1,1
"A007723","5098","1","20140109","P",14,0,5020,2911.6,316.26,2424.66,58,5,5
"A007724","5878","9","20191107","P",2,0,900,450,67.5,517.5,50,2,2
"A007726","5063","8","20210924","P",1,0,700,385,47.25,362.25,55,1,1
"A007727","5993","8","20141006","P",4,0,3660,2086.2,236.07,1809.87,57,4,4
"A007728","5020","8","20150211","P",1,0,1000,570,64.5,494.5,57,1,1
"A007729","5237","1","20191220","P",1,0,700,385,47.25,362.25,55,1,1
"A007730","5169","1","20170730","P",1,0,650,357.5,43.88,336.38,55,1,1
"A007731","5741","1","20150727","P",2,0,700,350,52.5,402.5,50,1,1
"A007732","5291","4","20220520","P",16,0,9720,5637.6,612.36,4694.76,58,10,12
"A007733","5941","5","20140120","P",2,0,5000,2600,360,2760,52,1,1
"A007738","0155","10","20190121","P",14,0,780,429,52.7,403.7,55,13,13
"A007739","0155","10","20210409","P",12,0,860,473,58.06,445.06,55,11,11
"A007740","0155","10","20170410","P",18,0,1120,616,75.6,579.6,55,14,14
"A007741","0155","10","20160903","P",12,0,1680,924,113.41,869.41,55,12,12
"A007742","0155","10","20210217","P",12,0,1120,616,75.62,579.62,55,12,12
"A007743","0155","10","20180221","P",7,0,1260,693,85.05,652.05,55,7,7
"A007744","0155","10","20140627","P",2,0,550,302.5,37.13,284.63,55,2,2
"A007745","0155","10","20180131","P",16,0,1340,737,90.47,693.47,55,12,12
"A007746","0155","10","20160324","P",13,0,1540,847,103.97,796.97,55,13,13
"A007747","0018","3","20150423","P",1,0,1300,715,87.75,672.75,55,1,1
"A007748","0018","3","20170623","P",1,0,700,385,47.25,362.25,55,1,1
"A007749","0018","3","20190111","P",5,0,7700,4235,519.75,3984.75,55,5,5
"A007750","6026","5","20210718","P",1,0,2000,1040,144,1104,52,1,1
"A007751","5827","2","20200620","P",1,0,800,448,52.8,404.8,56,1,1
"A007752","5542","5","20141225","P",2,0,1700,935,114.75,879.75,55,1,1
"A007753","0126","10","20170818","P",1,0,2500,1250,187.5,1437.5,50,1,1
"A007754","5995","9","20161005","P",1,0,380,209,25.65,196.65,55,1,1
"A007755","0024","3","20210306","P",1,0,400,212,28.2,216.2,53,1,1
"A007756","0155","10","20190802","P",2,0,580,319,39.15,300.15,55,2,2
"A007757","0024","3","20210406","P",1,0,250,132.5,17.63,135.13,53,1,1
"A007758","0024","3","20160430","P",2,0,3600,1908,253.8,1945.8,53,2,2
"A007759","0155","10","20150930","P",20,0,388,213.4,26.23,200.83,55,10,10
"A007760","5733","2","20170628","P",26,0,2800,1540,189,1449,55,14,14
"A007761","5733","2","20151113","P",40,0,8160,4488,550.81,4222.81,55,22,22
"A007762","6011","8","20171031","P",11,0,5580,2734.2,0,2845.8,49,8,8
"A007763","5124","1","20150323","P",9,0,9980,5189.6,0,4790.4,52,4,4
"A007764","5364","8","20180117","P",3,0,1800,918,0,882,51,3,3
"A007765","5080","2","20160412","P",1,0,300,147,0,153,49,1,1
"A007766","5733","2","20141002","P",39,0,5640,3102,380.72,2918.72,55,20,20
"A007767","5661","1","20220405","P",2,0,220,112.2,0,107.8,51,2,2
"A007768","5064","8","20170207","P",1,0,300,147,0,153,49,1,1
"A007769","5733","2","20160119","P",37,0,4520,2486,305.11,2339.11,55,20,20
"A007770","5733","2","20200625","P",49,0,4470,2458.5,301.74,2313.24,55,21,21
"A007771","5733","2","20210114","P",43,0,2585,1421.75,174.52,1337.77,55,21,21
"A007772","5827","2","20140823","P",2,0,760,380,0,380,50,1,1
"A007773","5180","8","20181208","P",3,0,1550,852.5,104.63,802.13,55,3,3
"A007774","5950","8","20190323","P",1,0,550,286,0,264,52,1,1
"A007775","5639","8","20180613","P",1,0,350,171.5,0,178.5,49,1,1
"A007776","5124","1","20210207","P",2,0,3600,1872,0,1728,52,2,2
"A007777","5934","2","20150221","P",10,0,600,348,37.8,289.8,58,1,1
"A007778","5054","2","20180120","P",3,0,1350,783,85.05,652.05,58,1,1
"A007779","5031","8","20200824","P",4,0,2340,1357.2,147.42,1130.22,58,4,4
"A007780","5057","2","20180512","P",5,0,9000,5220,567,4347,58,1,1
"A007781","5992","5","20191202","P",2,0,1750,1015,110.25,845.25,58,2,2
"A007782","5053","2","20141017","P",1,0,2200,1276,138.6,1062.6,58,1,1
"A007783","5603","4","20210223","P",3,0,3300,1914,207.9,1593.9,58,2,2
"A007784","5034","8","20200316","P",3,0,2300,1334,144.9,1110.9,58,2,2
"A007785","5621","1","20220920","P",105,0,56000,32480,3528,27048,58,4,4
"A007787","5733","2","20190619","P",22,0,2240,1232,151.21,1159.21,55,14,14
"A007789","5405","9","20210817","P",2,0,3200,1856,201.6,1545.6,58,2,2
"A007791","5453","1","20181118","P",8,0,5000,2750,337.5,2587.5,55,4,4
"A007792","0161","3","20211130","P",1,0,2500,1375,168.75,1293.75,55,1,1
"A007793","5509","1","20161102","P",5,0,7200,4176,453.6,3477.6,58,3,3
"A007794","5509","1","20200602","P",1,0,800,464,50.4,386.4,58,1,1
"A007795","5509","1","20201118","P",1,0,1300,754,81.9,627.9,58,1,1
"A007796","5509","1","20170808","P",1,0,500,290,31.5,241.5,58,1,1
"A007797","0008","3","20180515","P",4,0,1260,693,85.06,652.06,55,3,3
"A007798","5245","7","20181004","P",4,0,2400,1392,151.2,1159.2,58,2,2
"A007799","5733","2","20190715","P",32,0,12900,7095,870.75,6675.75,55,18,18
"A007800","5733","2","20220310","P",23,0,7160,3938,483.32,3705.32,55,17,17
"A007801","5733","2","20191001","P",47,0,8140,4477,549.48,4212.48,55,24,24
"A007802","5733","2","20141211","P",28,0,5310,2920.5,358.43,2747.93,55,16,16
"A007803","5733","2","20200607","P",39,0,4980,2739,336.16,2577.16,55,21,21
"A007804","5733","2","20220804","P",27,0,1310,720.5,88.43,677.93,55,4,4
"A007806","0103","5","20171014","P",1,0,2500,1375,168.75,1293.75,55,1,1
"A007807","0146","10","20160325","P",1,0,800,440,54,414,55,1,1
"A007808","0024","3","20190716","P",1,0,500,265,35.25,270.25,53,1,1
"A007809","5733","2","20220906","P",73,0,9570,5263.5,645.99,4952.49,55,21,21
"A007810","0103","5","20210118","P",1,0,2500,1375,168.75,1293.75,55,1,1
"A007811","5421","4","20150108","P",37,0,37370,18685,2802.75,21487.75,50,20,20
"A007812","5421","4","20151026","P",28,0,16350,8175,1226.25,9401.25,50,15,15
"A007813","5421","4","20160804","P",31,0,17780,8890,1333.5,10223.5,50,17,17
"A007814","5421","4","20160603","P",28,0,21240,10620,1593,12213,50,17,17
"A007815","5733","2","20151119","P",67,0,6105,3357.75,412.09,3159.34,55,17,17
"A007816","5733","2","20160224","P",76,0,8450,4647.5,570.41,4372.91,55,21,21
"A007817","0053","0","20210117","P",30,0,750,435,47.25,362.25,58,1,1
"A007818","0053","0","20160816","P",4,0,3200,1856,201.6,1545.6,58,1,1
"A007819","5098","1","20140318","P",1,0,500,290,31.5,241.5,58,1,1
"A007820","0053","0","20201023","P",5,0,150,87,9.45,72.45,58,1,1
"A007821","5062","7","20210701","P",6,0,4500,2565,290.25,2225.25,57,3,3
"A007822","5819","5","20220804","P",1,0,2000,1040,144,1104,52,1,1
"A007823","5183","7","20171031","P",1,0,4000,2280,258,1978,57,1,1
"A007824","5396","4","20190725","P",1,0,1200,624,86.4,662.4,52,1,1
"A007825","5143","1","20221210","P",1,0,280,145.6,20.16,154.56,52,1,1
"A007826","5050","7","20180220","P",1,0,850,442,61.2,469.2,52,1,1
"A007827","5040","7","20160410","P",2,0,1000,520,72,552,52,2,2
"A007828","5245","7","20150530","P",1,0,600,348,37.8,289.8,58,1,1
"A007829","5246","7","20200426","P",1,0,2000,1160,126,966,58,1,1
"A007831","0024","3","20160603","P",1,0,800,424,56.4,432.4,53,1,1
"A007835","5861","9","20180404","P",5,0,3380,1859,228.15,1749.15,55,3,3
"A007836","5132","1","20141121","P",3,0,4400,2552,277.2,2125.2,58,2,2
"A007837","5134","1","20170313","P",2,0,1200,660,81,621,55,1,1
"A007838","5130","1","20200609","P",7,0,11700,6435,789.75,6054.75,55,5,5
"A007839","5223","1","20180829","P",4,0,3730,2163.4,234.99,1801.59,58,3,3
"A007840","5223","1","20171129","P",2,0,6400,3712,403.2,3091.2,58,2,2
"A007841","5038","2","20191202","P",1,0,2500,1375,168.75,1293.75,55,1,1
"A007842","5050","7","20210210","P",1,0,2800,1456,201.6,1545.6,52,1,1
"A007843","5050","7","20160629","P",1,0,2800,1456,201.6,1545.6,52,1,1
"A007844","5050","7","20170317","P",1,0,600,312,43.2,331.2,52,1,1
"A007845","5050","7","20211202","P",1,0,1200,624,86.4,662.4,52,1,1
"A007846","5040","7","20221124","P",1,0,1000,520,72,552,52,1,1
"A007847","5001","7","20170722","P",1,0,3000,1740,189,1449,58,1,1
"A007848","5150","1","20211008","P",14,0,13450,7397.5,907.88,6960.38,55,9,10
"A007849","5075","8","20150317","P",4,0,2760,1518,186.3,1428.3,55,4,4
"A007850","5333","4","20160908","P",1,0,2800,1540,189,1449,55,1,1
"A007851","5669","9","20150815","P",2,0,280,145.6,20.16,154.56,52,2,2
"A007852","5669","9","20220118","P",1,0,3000,1560,216,1656,52,1,1
"A007853","5034","8","20200411","P",2,0,6000,3480,378,2898,58,2,2
"A007854","5603","4","20181016","P",1,0,600,348,37.8,289.8,58,1,1
"A007855","5093","7","20160228","P",1,0,600,348,37.8,289.8,58,1,1
"A007856","5213","8","20200115","P",2,0,1200,684,77.4,593.4,57,2,2
"A007857","5056","8","20141005","P",22,0,17700,10266,1115.1,8549.1,58,8,8
"A007858","5841","7","20220926","P",28,0,15140,8629.8,976.53,7486.73,57,10,10
"A007859","5092","7","20211217","P",2,0,1650,940.5,106.43,815.93,57,2,2
"A007860","5421","4","20210808","P",8,0,11100,5550,832.5,6382.5,50,7,7
"A007861","5038","2","20191007","P",4,0,7100,3905,479.25,3674.25,55,4,4
"A007862","5204","8","20210602","P",1,0,1000,550,67.5,517.5,55,1,1
"A007863","5099","7","20150124","P",2,0,750,412.5,50.63,388.13,55,2,2
"A007864","5099","7","20170307","P",25,0,2350,1292.5,158.64,1216.14,55,3,4
"A007865","5735","7","20210102","P",3,0,3550,1846,255.6,1959.6,52,3,3
"A007866","6018","5","20211011","P",2,0,150,75,11.25,86.25,50,1,1
"A007867","5423","7","20140409","P",1,0,350,182,25.2,193.2,52,1,1
"A007868","5241","7","20200228","P",1,0,1700,884,122.4,938.4,52,1,1
"A007869","5409","8","20170311","P",3,0,2250,1282.5,145.13,1112.63,57,3,3
"A007870","5191","9","20211207","P",7,0,5600,2800,420,3220,50,2,2
"A007871","5191","9","20151212","P",7,0,3150,1575,236.25,1811.25,50,2,2
"A007872","5937","9","20150118","P",5,0,2250,1237.5,151.88,1164.38,55,1,1
"A007873","0024","3","20210124","P",1,0,1600,848,112.8,864.8,53,1,1
"A007874","5654","5","20200311","P",1,0,900,450,67.5,517.5,50,1,1
"A007877","5219","1","20181004","P",2,0,240,132,16.2,124.2,55,2,2
"A007878","5734","5","20171015","P",2,0,2000,960,156,1196,48,2,2
"A007879","5218","8","20170622","P",1,0,700,406,44.1,338.1,58,1,1
"A007880","5070","1","20210822","P",1,0,3000,1650,202.5,1552.5,55,1,1
"A007881","5090","8","20221211","P",1,0,1800,990,121.5,931.5,55,1,1
"A007882","5913","9","20210521","P",4,0,2200,1100,165,1265,50,4,4
"A007883","5219","1","20210315","P",3,0,440,242,29.7,227.7,55,2,2
"A007884","6027","5","20191214","P",3,0,3350,1909.5,216.08,1656.58,57,3,3
"A007887","5760","8","20181230","P",1,0,200,110,13.5,103.5,55,1,1
"A007889","5159","7","20150511","P",3,0,2550,1300.5,0,1249.5,51,3,3
"A007891","5226","7","20220529","P",3,0,2700,1323,0,1377,49,3,3
"A007892","5029","7","20190510","P",2,0,1850,906.5,0,943.5,49,2,2
"A007893","5187","7","20151108","P",7,0,5470,2680.3,0,2789.7,49,6,6
"A007894","5230","8","20161216","P",7,0,4340,2387,292.95,2245.95,55,2,2
"A007895","5343","8","20220926","P",12,0,5400,2808,388.8,2980.8,52,3,3
"A007896","5103","8","20180330","P",4,0,7850,4317.5,529.88,4062.38,55,2,2
"A007897","5293","8","20200214","P",1,0,280,145.6,20.16,154.56,52,1,1
"A007898","5001","7","20200908","P",9,0,8000,4160,0,3840,52,9,9
"A007899","5701","5","20160502","P",6,0,2240,985.6,0,1254.4,44,3,3
"A007900","5082","2","20150223","P",2,0,1400,700,0,700,50,1,1
"A007904","0024","3","20161125","P",1,0,600,318,42.3,324.3,53,1,1
"A007905","0018","3","20181007","P",1,0,1000,550,67.5,517.5,55,1,1
"A007906","0089","3","20220316","P",8,0,10950,4927.5,903.38,6925.88,45,8,8
"A007908","5026","2","20160904","P",4,0,5850,3393,368.55,2825.55,58,2,2
"A007909","5081","2","20180224","P",3,0,1400,812,88.2,676.2,58,3,3
"A007910","5026","2","20220627","P",8,0,4340,2517.2,273.42,2096.22,58,2,2
"A007911","5223","1","20221226","P",7,0,11000,6380,693,5313,58,5,5
"A007912","5134","1","20190926","P",10,0,11000,6050,742.5,5692.5,55,2,2
"A007913","5132","1","20220915","P",2,0,1800,1044,113.4,869.4,58,2,2
"A007914","5995","9","20201013","P",2,0,3600,1980,243,1863,55,2,2
"A007915","0024","3","20160512","P",2,0,4450,2358.5,313.73,2405.23,53,2,2
"A007916","0006","3","20220216","P",20,0,1200,660,81,621,55,2,2
"A007917","0092","3","20220524","P",2,0,1600,880,108,828,55,1,1
"A007918","0024","3","20181218","P",1,0,350,185.5,24.68,189.18,53,1,1
"A007919","0121","3","20210605","P",1,0,1100,605,74.25,569.25,55,1,1
"A007920","0024","3","20181206","P",1,0,280,148.4,19.74,151.34,53,1,1
"A007921","0121","3","20191022","P",1,0,900,495,60.75,465.75,55,1,1
"A007922","5223","1","20220920","P",7,0,10700,6206,674.1,5168.1,58,5,5
"A007924","5187","7","20200313","P",7,0,3290,1809.5,222.08,1702.58,55,5,5
"A007925","5996","9","20150702","P",1,0,1800,936,129.6,993.6,52,1,1
"A007926","5028","4","20160512","P",5,0,2500,1425,161.25,1236.25,57,1,1
"A007928","5001","7","20220106","P",10,0,15400,8008,0,7392,52,8,8
"A007929","5777","7","20140729","P",12,0,1680,840,126,966,50,2,2
"A007930","5038","2","20160413","P",2,0,240,132,16.2,124.2,55,2,2
"A007931","5038","2","20200313","P",4,0,3050,1677.5,205.88,1578.38,55,3,3
"A007932","5046","7","20161108","P",6,0,3000,1650,202.5,1552.5,55,4,4
"A007933","5174","8","20160715","P",1,0,1800,990,121.5,931.5,55,1,1
"A007934","5173","8","20150217","P",1,0,4600,2530,310.5,2380.5,55,1,1
"A007935","5673","9","20200109","P",4,0,2200,1100,165,1265,50,2,2
"A007936","0024","3","20200810","P",2,0,1800,954,126.9,972.9,53,2,2
"A007937","5069","1","20170605","P",1,0,1200,600,90,690,50,1,1
"A007943","5669","2","20140821","P",2,0,240,124.8,17.28,132.48,52,1,1
"A007944","5031","8","20170729","P",2,0,1450,841,91.35,700.35,58,2,2
"A007945","5054","2","20190103","P",2,0,2800,1624,176.4,1352.4,58,2,2
"A007946","5253","1","20200702","P",1,0,220,121,14.85,113.85,55,1,1
"A007947","5621","1","20210406","P",20,0,19000,11020,1197,9177,58,3,3
"A007948","5036","2","20160916","P",5,0,1860,1023,125.55,962.55,55,2,2
"A007949","5040","7","20180723","P",2,0,2260,1175.2,162.72,1247.52,52,2,2
"A007950","0034","3","20141026","P",3,0,3400,1530,280.5,2150.5,45,3,3
"A007951","5291","4","20170608","P",1,0,450,261,28.35,217.35,58,1,1
"A007952","5877","8","20200220","P",1,0,700,364,50.4,386.4,52,1,1
"A007953","5081","2","20170811","P",20,0,1200,696,75.6,579.6,58,1,1
"A007955","5325","1","20170721","P",1,0,550,302.5,37.13,284.63,55,1,1
"A007956","5063","8","20191118","P",2,0,200,110,13.5,103.5,55,2,2
"A007957","0024","3","20140525","P",2,0,420,222.6,29.61,227.01,53,2,2
"A007958","0024","3","20200209","P",1,0,2400,1272,169.2,1297.2,53,1,1
"A007959","0024","3","20150924","P",1,0,1300,689,91.65,702.65,53,1,1
"A007962","5075","8","20170118","P",2,0,830,456.5,56.03,429.53,55,2,2
"A007963","5603","4","20160118","P",2,0,1600,928,100.8,772.8,58,1,1
"A007964","0024","3","20150611","P",1,0,450,238.5,31.73,243.23,53,1,1
"A007965","0024","3","20140912","P",1,0,450,238.5,31.73,243.23,53,1,1
"A007967","0024","3","20171124","P",1,0,110,58.3,7.76,59.46,53,1,1
"A007968","0024","3","20190602","P",1,0,600,318,42.3,324.3,53,1,1
"A007969","5687","9","20150201","P",1,0,1200,660,81,621,55,1,1
"A007970","5687","9","20160412","P",6,0,4150,2282.5,280.14,2147.64,55,5,5
"A007971","5036","2","20161101","P",2,0,1900,1045,128.25,983.25,55,2,2
"A007972","5603","4","20221017","P",13,0,1840,1067.2,115.92,888.72,58,3,3
"A007974","0155","10","20150316","P",1,0,600,300,45,345,50,1,1
"A007975","0018","3","20151030","P",1,0,600,330,40.5,310.5,55,1,1
"A007976","6011","8","20190502","P",9,0,9530,4669.7,0,4860.3,49,9,9
"A007977","5080","2","20200404","P",6,0,1180,578.2,0,601.8,49,3,3
"A007978","5001","7","20170419","P",4,0,1950,1014,0,936,52,4,4
"A007979","5409","8","20160106","P",2,0,860,438.6,0,421.4,51,2,2
"A007980","5098","1","20200617","P",18,0,11890,6896.2,749.07,5742.87,58,8,8
"A007981","5112","1","20210211","P",10,0,1400,798,90.3,692.3,57,2,2
"A007982","5389","9","20220801","P",4,0,6000,3120,432,3312,52,2,2
"A007983","5082","2","20200609","P",2,0,3200,1600,0,1600,50,2,2
"A007984","5389","9","20191017","P",2,0,3200,1664,230.4,1766.4,52,1,1
"A007985","5467","5","20200329","P",20,0,4400,2156,0,2244,49,2,2
"A007986","5074","8","20170705","P",4,0,3450,1690.5,0,1759.5,49,4,4
"A007987","0024","3","20170930","P",6,0,1270,673.1,89.54,686.44,53,6,6
"A007988","0024","3","20190813","P",1,0,100,53,7.05,54.05,53,1,1
"A007989","5092","7","20161225","P",65,0,75340,42943.8,4859.43,37255.63,57,17,17
"A007990","5092","7","20150119","P",97,0,58100,33117,3747.45,28730.45,57,16,16
"A007991","5132","1","20220817","P",2,0,1800,1044,113.4,869.4,58,2,2
"A007992","5995","9","20181016","P",2,0,3600,1980,243,1863,55,2,2
"A007993","5132","1","20210225","P",2,0,3200,1856,201.6,1545.6,58,2,2
"A007994","5683","1","20141205","P",5,0,2500,1375,168.75,1293.75,55,1,1
"A007995","5130","1","20190909","P",8,0,8500,4675,573.75,4398.75,55,5,5
"A007996","5150","1","20190304","P",9,0,8950,4922.5,604.13,4631.63,55,7,7
"A007997","5223","1","20220523","P",13,0,14500,8410,913.5,7003.5,58,9,9
"A007998","5509","1","20200426","P",2,0,1490,864.2,93.87,719.67,58,2,2
"A007999","5509","1","20180910","P",1,0,1200,696,75.6,579.6,58,1,1
"A008000","5509","1","20200815","P",1,0,850,493,53.55,410.55,58,1,1
"A008001","0155","10","20200318","P",1,0,700,385,47.25,362.25,55,1,1
"A008002","0121","3","20140421","P",2,0,1600,880,108,828,55,2,2
"A008003","5509","1","20211227","P",1,0,500,290,31.5,241.5,58,1,1
"A008004","5638","1","20191107","P",15,0,6700,3886,422.1,3236.1,58,4,4
"A008005","5873","8","20161218","P",4,0,5200,2600,390,2990,50,1,1
"A008006","5090","8","20160607","P",2,0,3600,1980,243,1863,55,1,1
"A008007","0024","3","20150825","P",2,0,1300,689,91.65,702.65,53,2,2
"A008008","0107","4","20210927","P",2,0,500,275,33.75,258.75,55,2,2
"A008009","5092","7","20170730","P",67,0,55650,31720.5,3589.43,27518.93,57,13,13
"A008010","5092","7","20160422","P",5,0,6000,3420,387,2967,57,1,1
"A008011","5092","7","20160313","P",65,0,84340,48073.8,5439.93,41706.13,57,17,17
"A008012","5092","7","20210201","P",97,0,58100,33117,3747.45,28730.45,57,16,16
"A008013","0121","3","20211110","P",1,0,2800,1540,189,1449,55,1,1
"A008014","0121","3","20200630","P",1,0,2200,1210,148.5,1138.5,55,1,1
"A008015","0121","3","20150404","P",2,0,2800,1540,189,1449,55,2,2
"A008016","5081","2","20141028","P",2,0,2400,1392,151.2,1159.2,58,1,1
"A008017","5039","7","20190806","P",2,0,3000,1650,202.5,1552.5,55,2,2
"A008018","5176","8","20160823","P",1,0,1300,715,87.75,672.75,55,1,1
"A008019","5038","2","20150128","P",8,0,4350,2392.5,293.63,2251.13,55,7,7
"A008020","0024","3","20210412","P",1,0,2800,1484,197.4,1513.4,53,1,1
"A008022","5079","1","20191209","P",3,0,600,330,40.5,310.5,55,1,1
"A008023","5993","8","20210930","P",1,0,1200,684,77.4,593.4,57,1,1
"A008024","5333","4","20180801","P",1,0,460,253,31.05,238.05,55,1,1
"A008025","0024","3","20190227","P",1,0,2600,1378,183.3,1405.3,53,1,1
"A008026","5130","1","20161227","P",1,0,2000,1100,135,1035,55,1,1
"A008027","0126","10","20200105","P",1,0,2600,1170,214.5,1644.5,45,1,1
"A008028","5826","7","20221223","P",1,0,2300,1196,165.6,1269.6,52,1,1
"A008029","5826","7","20160611","P",1,0,900,468,64.8,496.8,52,1,1
"A008030","5841","7","20171215","P",9,0,8850,5044.5,570.83,4376.33,57,5,5
"A008031","5421","4","20210419","P",15,0,8940,4470,670.5,5140.5,50,12,12
"A008032","5092","7","20140901","P",3,0,2200,1254,141.9,1087.9,57,3,3
"A008033","5065","8","20160605","P",3,0,900,522,56.7,434.7,58,1,1
"A008034","5034","8","20150220","P",5,0,2750,1595,173.25,1328.25,58,2,2
"A008035","5053","2","20200819","P",3,0,7000,4060,441,3381,58,3,3
"A008036","5099","7","20181212","P",9,0,2800,1540,189,1449,55,3,3
"A008037","5099","7","20160916","P",2,0,3200,1760,216,1656,55,2,2
"A008038","6018","5","20180912","P",1,0,700,350,52.5,402.5,50,1,1
"A008039","5735","7","20210703","P",3,0,540,280.8,38.88,298.08,52,1,1
"A008040","5396","4","20190926","P",3,0,3000,1560,216,1656,52,3,3
"A008041","5183","7","20200602","P",3,0,6500,3705,419.25,3214.25,57,3,3
"A008042","5062","7","20210402","P",9,0,7600,4332,490.2,3758.2,57,4,4
"A008043","5187","7","20140917","P",2,0,850,416.5,0,433.5,49,2,2
"A008044","5221","7","20180717","P",1,0,700,322,0,378,46,1,1
"A008045","5088","4","20150714","P",1,0,750,390,0,360,52,1,1
"A008046","5124","1","20220119","P",15,0,6500,3380,0,3120,52,2,2
"A008047","5082","2","20170106","P",2,0,2050,1025,0,1025,50,2,2
"A008048","5130","1","20200922","P",4,0,9600,5280,648,4968,55,2,2
"A008049","5223","1","20211112","P",5,0,6250,3625,393.75,3018.75,58,5,5
"A008050","5223","1","20150202","P",4,0,4300,2494,270.9,2076.9,58,3,3
"A008051","5251","1","20201013","P",1,0,700,385,47.25,362.25,55,1,1
"A008052","5134","1","20150114","P",2,0,800,440,54,414,55,2,2
"A008054","5251","1","20140418","P",7,0,700,385,47.25,362.25,55,1,1
"A008055","0034","3","20180818","P",3,0,1695,762.75,139.84,1072.09,45,3,3
"A008056","0024","3","20220131","P",1,0,2000,1060,141,1081,53,1,1
"A008057","0018","3","20191101","P",1,0,4600,2530,310.5,2380.5,55,1,1
"A008058","5057","2","20180428","P",1,0,1200,696,75.6,579.6,58,1,1
"A008059","5978","2","20200520","P",20,0,5000,2750,337.5,2587.5,55,1,1
"A008060","5031","8","20220412","P",2,0,1100,638,69.3,531.3,58,2,2
"A008064","5036","2","20170703","P",3,0,2400,1320,162,1242,55,2,2
"A008065","5038","2","20190906","P",6,0,3180,1749,214.65,1645.65,55,3,3
"A008066","5081","2","20200607","P",1,0,500,290,31.5,241.5,58,1,1
"A008067","5050","7","20200525","P",1,0,450,234,32.4,248.4,52,1,1
"A008068","0024","3","20220720","P",2,0,1350,715.5,95.18,729.68,53,2,2
"A008069","0110","3","20220129","P",2,0,1240,682,83.7,641.7,55,1,1
"A008070","0008","3","20180906","P",3,0,360,198,24.3,186.3,55,3,3
"A008071","0008","3","20200615","P",12,0,4725,2598.75,318.95,2445.2,55,8,9
"A008073","5174","8","20210901","P",2,0,1000,550,67.51,517.51,55,2,2
"A008074","5995","9","20161224","P",1,0,1500,825,101.25,776.25,55,1,1
"A008075","0024","3","20190309","P",2,0,2400,1272,169.2,1297.2,53,2,2
"A008076","5992","5","20150908","P",9,0,5000,2900,315,2415,58,4,5
